"split_1","split_2","split_3","split_4","split_5"
6598,17583,8153,12196,49243
25766,16942,37090,37282,48126
7607,5248,23424,9731,20526
15712,34682,49934,7842,46829
26976,29989,35568,17485,2568
42307,46438,42987,32531,15313
45927,39598,18705,12336,40797
31187,45752,33531,45241,4907
20356,30317,39947,38747,13415
39736,31928,12329,6943,1775
25148,27087,23937,12258,3372
28264,12042,10482,44820,31332
20095,43688,25452,36183,30060
43697,1003,28740,28474,18980
462,22736,27289,636,24199
9650,36522,9061,20759,33831
46496,2315,40702,40413,2533
46949,49052,46334,37314,39163
22348,24045,13418,11414,8995
29529,35263,31629,37873,15551
33234,11830,30835,6560,10170
36431,20272,591,31722,43753
36832,22054,40042,4126,24685
6738,40889,30237,10459,7308
13789,10033,5171,29234,30991
47970,27856,14887,127,16046
4709,3806,9522,24651,35688
31502,24597,7863,33469,28572
19795,115,3100,9054,37948
35633,45595,17853,43823,8106
32005,43606,30142,12144,49956
37424,19137,37862,13586,48575
35776,10680,27248,39161,3118
18774,13873,48087,25463,46237
48041,34009,39206,15974,44578
10482,2729,43471,30026,12312
5807,36843,27108,43686,7558
23446,42587,12969,10994,43262
22390,48020,7324,33259,35760
22584,20535,34680,39790,35258
39636,41177,44541,29177,42218
33136,8991,41118,10235,22571
46814,39364,12481,28394,22122
41901,18183,34966,16886,34565
49452,15921,26863,42138,37937
5991,830,10116,24767,32271
25331,2306,9377,8229,49168
34599,40230,38580,41218,18728
22887,17153,39974,4236,38533
39260,16901,25524,1896,28540
20215,39294,24911,38800,21901
39784,13565,19602,31886,11057
15675,34518,43931,47623,38130
1250,12880,8236,23128,41098
25817,31723,15591,12792,35453
42275,36429,8680,973,28370
9549,18795,12450,6793,4204
12795,38181,42527,12825,44790
19333,39352,33085,10020,7083
17557,1128,20915,47845,23162
42741,15471,16664,16047,6624
25712,33227,13374,3258,38284
18043,39517,36212,35307,46584
12826,43719,43608,7233,27718
30001,42934,17805,13006,37488
3658,7071,9245,12317,41698
34290,43556,31285,44811,41935
10700,33477,41937,32069,39158
37167,13883,4538,49565,4575
49155,41003,18578,27844,1412
25687,24771,7540,21010,18107
32377,6465,32324,11718,36963
24091,29110,25710,11847,15821
27708,19113,45540,18379,46475
17186,25521,17914,17782,23595
17221,12412,32354,16041,5999
41825,3260,49392,1223,38368
21817,30222,21336,2006,27953
43275,24507,14876,21539,22172
20257,2053,24520,9256,49726
7111,45673,7349,17547,2762
14723,20318,35116,46181,9699
34796,4969,27215,43235,42384
3303,48077,14464,20372,32007
40756,22935,18519,42689,17907
8311,35758,28667,14184,13341
36166,47824,26371,32301,35522
38227,4993,1598,18059,23870
13091,46248,19006,41771,48133
35278,10618,42739,21172,43109
21608,49753,20646,19551,40140
3312,3842,7451,8904,32138
40913,287,26827,32837,4443
26928,2859,47283,45581,10777
30759,13460,3786,32682,45838
14051,28776,32767,44582,7864
23470,22840,43640,29893,14197
3831,8440,37577,42210,42968
34702,22519,26209,11820,41094
18921,9445,40923,10583,16441
7645,48279,28968,6961,26240
1142,19720,20618,48243,5024
36977,11017,37634,4428,40843
34433,9722,6339,46710,4299
40391,14942,30716,4158,38442
35624,20835,31396,25126,3453
40409,9820,11198,19334,49312
32169,44885,14360,24794,6601
39063,2826,33685,8108,26075
34961,20154,46815,12083,30760
17953,21586,10646,4790,18571
43447,7128,26946,3232,8939
46169,37822,20994,11423,23394
31568,35867,21400,23770,19542
32750,25846,4046,13488,12830
24869,45485,13166,18069,22242
12580,20717,3268,48515,15699
9925,46347,44830,19742,46283
22871,4430,10514,15406,33522
15377,15207,14704,20227,188
41891,38058,21316,25820,23948
30656,4849,24890,49307,32669
44621,4102,45208,30294,47909
41908,36759,37186,13126,407
19994,3480,25371,7712,44132
14849,44671,28757,35100,23983
18135,9300,10566,1084,22339
23195,18383,660,27623,42686
35708,48684,18444,33155,43800
43570,45143,7669,45129,2860
16078,198,49667,33247,34573
9957,7015,8484,47833,49795
33746,47358,18735,14516,39986
21860,44504,29656,12047,49860
32281,23020,6634,7081,27331
37631,36134,41841,24183,37675
16754,41698,37955,15100,7707
21918,14546,15370,28957,42097
19169,24955,19545,43406,23657
34397,31641,22620,5724,19339
14768,15657,42662,23814,29885
12827,40344,30732,34805,43814
35426,37862,35005,38153,31834
15964,15638,34769,41368,44198
1699,24670,15269,45069,38074
40984,31078,1849,16497,10959
12143,49997,12075,32058,20205
5833,45014,11887,26,33688
43849,33286,41595,195,7359
45263,233,34277,30335,8294
30215,35607,48308,21693,29173
6487,2718,14528,18540,24765
35371,38972,5222,42481,17827
5095,42708,12655,43142,28526
49318,6253,28709,37211,6205
24857,36991,9238,38161,20026
38657,14247,36007,8059,11868
5692,24690,13142,33406,38937
21662,47930,12131,41917,12798
46252,981,35135,5168,27782
47933,17003,49679,26243,39535
37920,4712,9444,27920,6072
46176,17613,26424,30365,3596
35436,32642,27636,4354,7913
13823,8641,1445,1530,1765
16351,30239,28683,17586,37525
39532,24004,19978,44266,14963
39053,27583,19062,2505,3247
7319,2577,17464,27491,40093
17276,38970,1181,14333,46476
41042,5786,26730,23202,27952
12145,44307,7275,6410,6029
20133,25271,8672,46152,47896
44905,232,43509,33472,10059
32405,697,16467,22321,40547
28561,33047,18775,31219,8020
37241,18807,3979,48307,24243
3866,213,2194,9630,21290
38569,1012,49021,32830,27583
41236,36905,16554,47138,11295
39739,41484,24212,12127,10119
28684,15218,31686,47466,9482
10309,19927,20621,38282,8192
16411,41835,11399,31552,48231
10137,43410,24069,26929,15763
40429,43779,31814,28747,46407
2478,3195,42571,9567,37282
25467,39029,22845,42966,16365
8784,5018,17655,29773,29220
3232,2557,36549,38795,12834
31644,38576,44787,11559,7479
7146,27328,36878,30849,9098
14067,2207,35681,15238,40345
32666,2137,25844,23218,10287
44585,7591,37625,46389,33425
21405,17518,6049,40846,36748
6193,15619,16393,42735,36706
39845,30760,37492,20981,40816
9952,12,26658,21335,43274
40533,220,48066,39700,49989
28479,20623,20321,24655,2772
5276,26879,25187,18522,3276
3478,18112,31501,7911,43004
8442,22174,49412,6170,23448
9558,48335,42916,25050,21968
29597,23520,40886,33769,35003
48613,20787,12877,11836,6569
6135,25254,30579,25117,13515
1210,21184,43670,24820,18137
31575,26600,27015,49973,37892
41173,18029,29346,41820,16803
47937,14471,43879,1535,5267
39130,38067,36346,22029,45002
25566,15247,15705,15641,10499
33986,37172,31348,14766,29151
2658,21449,27785,7758,9627
9730,20572,6115,21582,9831
3564,36041,21811,41228,34170
6234,27773,41941,4508,21319
26397,43108,21609,35121,17992
30231,1138,9191,34870,28634
15702,36588,37675,29054,34153
799,20563,43423,4269,43039
1996,34405,49546,21143,14333
17721,1592,5585,15114,47193
43014,37705,49810,23428,21818
8910,44522,8656,38660,40940
41850,985,19029,41966,6182
26035,29029,21279,15911,26982
49651,36254,19131,32027,39915
40714,29749,4469,48693,11985
49077,14853,28403,4396,17606
18831,9177,48371,21424,41918
22885,45060,39073,23177,4718
31777,18961,6765,30319,48768
44613,32848,7769,39513,46270
31499,21912,28950,24393,8729
20726,25701,19835,23877,19788
31271,42036,16926,8619,40909
38441,360,123,41729,4263
31903,42194,30233,26339,25618
11496,22950,6160,47712,16534
43729,22871,46913,36664,3073
30428,45985,11780,16124,4772
16498,19218,13358,29938,25187
36105,39225,13635,40762,18128
32095,12258,11787,46922,30719
29579,12730,49683,8524,43488
38824,28132,4200,27327,6325
10196,14029,33400,24909,7796
38228,32845,46119,27752,29098
33068,5778,33480,22957,48607
37805,9857,23297,20807,31142
8057,27289,12507,13540,28847
10082,24353,43226,42579,17521
47356,30584,284,14497,41837
21468,2284,6896,24167,13725
7353,3733,6495,47766,17983
44133,42975,20271,23810,34388
47938,2917,12679,14953,35206
27309,26336,5880,15478,32785
47122,10462,17715,13477,27179
2930,7626,3472,7551,7490
41635,29728,45747,35134,40279
4318,36964,18179,15318,41293
38086,16839,16009,39631,26431
18113,42746,49652,16193,4129
16883,5602,24288,1991,34589
12197,26491,25186,29315,47983
47320,42221,11335,963,47508
33188,40792,6259,43064,11094
44268,35500,9811,46098,23554
17682,42488,42502,5862,28824
2266,9874,1964,45527,40019
16539,25645,31702,40696,14822
44200,28724,20649,41773,23420
43682,25823,12766,7527,36640
22693,6729,41705,49002,31183
23231,22820,14898,16539,7675
33153,48691,1442,22679,26993
45408,48185,35970,23490,13211
30342,30549,43084,11179,7607
22620,26672,33555,25443,20481
17516,24470,21541,39767,13550
37224,46378,41573,34089,29365
8213,1105,3190,62,1280
4740,19013,18263,18249,41059
35050,18496,20878,36988,25615
24494,34020,39972,4281,25021
16833,21174,2271,28890,12849
32204,11516,41593,28552,20301
24349,28168,462,43540,11039
947,40563,14256,14060,44273
28639,29086,42123,38714,3625
8355,42269,47474,48659,13002
47594,20095,10111,22261,22066
18410,48950,8360,45157,13099
35133,36561,3702,18622,31886
14454,25627,34588,41935,5022
26237,36803,45059,826,20074
30335,37036,39943,30567,46005
41404,21328,19868,19640,39332
23743,21417,22750,770,36159
16431,34618,48561,12772,45226
13744,46931,4806,7897,19724
2425,1713,40905,7935,22353
10781,8939,20278,31351,35782
7996,19271,24233,42461,10696
28015,43313,23738,44428,22526
3799,22911,27231,9291,44951
31887,22701,12154,35915,29402
16938,43821,24059,8412,16841
14433,32600,33796,30552,20691
28162,11022,19573,21007,31780
1440,41766,45375,26660,10230
3726,4,40603,34877,38626
27447,16828,5309,27254,44300
6622,42841,37605,11731,17238
46774,26643,13173,49599,22092
15220,18254,12712,7812,16784
6503,14794,17939,43662,23242
26340,18566,16000,31333,46307
9565,7656,43648,31832,27339
30821,33241,31662,15720,32174
46582,49089,19253,33763,10011
5401,6351,31551,11421,20104
155,46893,35983,44770,19468
24826,29282,247,41913,43021
2925,39197,28896,46947,46438
8860,42944,32310,31593,11770
581,13620,8146,39950,25065
28115,40678,15848,12278,6652
16592,32596,4008,37341,31666
32470,34521,38822,27860,35075
47540,792,33631,12412,45422
11305,1998,47501,34356,25370
40505,9802,29920,10082,12580
19022,11058,15347,9715,7867
48394,13246,26010,32992,743
46905,43283,3907,22934,39268
43114,13586,42027,10261,38251
38588,3899,27946,27569,45256
4913,799,34842,35698,19310
15380,6771,10717,26732,26757
38856,38238,47571,37309,9555
1902,25633,17235,23565,26338
27173,18028,36719,27212,34614
39827,44570,16725,12873,28903
37023,1397,48796,47628,48214
22400,36005,32566,38640,24111
35753,41086,23231,32233,29882
39295,25860,39236,38650,124
16804,23753,34572,89,2892
41604,16910,14061,6697,19083
14130,29118,17128,35949,36665
19834,38751,13455,43695,39571
39659,15335,23417,45346,9749
8044,47966,35545,11243,10770
16757,18495,18596,23641,16619
5649,10747,37339,43457,22516
8703,32229,34698,2293,160
49609,10627,41488,42201,30211
841,9161,49867,47305,4285
30455,45365,159,27670,42569
44539,27356,22261,9008,38036
25020,47907,49941,9887,3378
31964,286,23044,46688,39207
48542,47779,37356,31150,39678
6638,5084,29404,31028,24641
32323,38963,2411,4755,16833
11516,2778,19672,7456,23921
14375,45739,10378,10108,22100
26836,45830,2790,22995,38033
26345,41831,16171,26761,20820
38536,18773,1633,19843,21985
42238,4959,7547,35017,33049
24844,2594,20341,20778,25341
6241,37975,42593,42984,17646
17792,11973,29576,3654,10183
27124,35415,4300,15225,22404
9596,2156,9256,7792,32640
10913,3152,43407,34770,33975
34479,41821,32609,33455,24299
29652,34069,8195,8203,41626
27044,24897,43907,42884,39941
7171,33183,49473,44364,8664
3424,6358,7103,23624,38394
33952,25358,41071,211,35562
3645,35227,43877,27256,49054
49146,42077,28981,15917,11181
47825,3361,47504,36159,20223
42370,26875,45935,13649,142
26224,46622,18329,24485,27769
48545,24868,4453,43681,30873
36066,43121,28802,16157,9646
20598,46820,47704,247,7087
33936,26975,32994,1909,14662
26288,38050,19371,19049,30248
7244,44038,23591,20577,13734
16504,15089,19947,14724,35558
44273,46209,42611,17405,46828
4578,9584,33092,1881,25259
21728,46697,6462,15902,13814
32841,16793,28926,8630,20677
6996,30347,34068,29579,12800
4489,27098,24738,15314,41387
18759,45247,2768,44434,27559
44496,2261,38576,1901,34178
2601,35216,15615,9600,30315
26466,19944,12882,4578,39398
18234,24450,2446,47213,38853
40674,37851,16838,39270,15828
27062,45834,14190,8464,42883
28662,28615,19139,29372,32598
44752,39842,24857,30793,41452
4474,1974,4732,32670,10737
23268,34675,14331,16701,21751
11437,34105,37336,40126,19678
8921,9884,33043,41503,47582
23177,41169,326,49492,30025
25885,11666,19097,1219,13646
27950,21043,36016,27266,32801
27790,38981,23754,31210,49327
32965,18541,18174,9180,35664
45245,47616,26250,21276,17701
5824,27683,32016,2164,21518
6165,6584,12235,3440,4543
31984,12445,22182,34155,41658
32221,25430,21599,6811,20454
36740,31117,28600,36836,23136
670,32704,27852,3650,23471
32880,23312,34732,8474,23185
13422,9372,39113,16586,30890
47528,31851,22768,25941,46886
27891,32349,12790,27250,49084
37028,47344,17150,33912,22790
25268,42385,33752,9548,33050
16400,10009,14508,15536,14437
44619,17027,23097,23265,13329
3976,10855,8471,32548,32224
6401,3704,27454,47635,10944
5320,27893,47232,34624,13213
4961,13062,48083,36692,32252
6867,35859,19523,16074,28109
43756,3371,48606,44254,31821
21169,29694,20314,32490,15974
10628,6268,42043,30330,38894
33462,17921,21868,16217,9679
26756,28515,23025,564,9621
46754,25082,37793,14396,32960
8589,13037,5049,48973,34552
22595,25603,791,29723,38328
32304,36449,26155,14668,28410
42281,9834,12067,15171,20811
19024,21019,7593,28912,30299
41092,29764,33517,10485,25597
44912,23695,6070,3641,48678
35380,1392,21511,17448,39798
22560,16076,34158,6205,26454
11449,24799,18676,29355,6277
48658,20247,13414,1859,13315
39002,22003,22281,18651,20569
2634,4722,33582,25597,34650
48127,47247,18478,1663,12749
28560,34526,9461,26555,30588
9614,18215,22125,39102,46800
43864,7157,45500,47919,26492
16511,6965,43003,21776,46403
23368,36190,28186,5446,16562
42431,32222,27088,9568,46071
36496,4059,35631,16990,28470
15019,4502,33760,44224,44394
25205,46058,29855,33158,5420
44588,28189,10865,10366,24600
31263,6009,12176,4230,41794
41805,40050,22423,32163,32916
29388,28067,36820,16536,45381
31436,33022,20192,12889,12447
33189,48614,5388,14981,42533
14558,13556,15329,46127,38471
25903,30647,15683,21265,23345
49191,46694,36492,42037,35147
12119,7512,46161,31805,28602
8904,4147,40642,13181,3183
42859,48130,24214,5538,30233
2556,14745,26153,24931,46653
20182,4196,42279,23897,29318
29461,38742,11022,45452,12825
46825,7960,31406,1359,13184
27324,15091,17956,49298,44229
20041,27698,38941,20766,14414
3678,16565,26664,44239,19712
43118,37279,2950,27936,34639
40161,32461,354,44913,47950
47671,34211,26074,45057,6246
2793,45711,42327,769,4032
9239,5867,25647,17597,20385
2407,34559,7180,15047,21864
43297,42786,28656,30797,19053
22851,41539,41350,43784,24813
18567,34164,22992,25104,23666
30557,16059,24864,2886,46596
32329,40173,14216,6846,3086
16682,1358,35439,16275,38052
22977,15081,29612,49058,11096
36470,24990,20869,8728,17104
13802,29882,23339,9019,26173
24667,12353,47227,27529,46877
32936,35367,27168,35213,43481
37066,45405,25341,46336,15896
35522,45560,45127,30843,17615
8667,39985,30896,33595,1651
18090,16815,21201,39309,26062
43771,7114,43051,40948,15680
21426,10657,17563,35127,33873
11777,20079,10118,15613,30526
45436,7053,35619,23197,44471
23379,34397,19386,19647,5707
10279,11843,9320,41639,11462
20261,27712,46270,9403,12774
29869,21236,34959,28014,12477
34860,39298,44961,36446,19690
49279,17081,24861,18407,22631
45757,11550,172,43825,31558
19840,17128,26866,14548,40000
33767,8077,38425,19854,24865
25977,21644,7168,48504,34369
19928,6305,31602,44436,16333
42129,5423,16585,18061,39359
13421,10357,5212,6988,32077
33602,44528,26122,45727,36569
26006,2556,19372,37263,43608
15352,7602,39031,12858,30354
17295,34617,44841,44662,15022
48319,9793,7678,33260,36630
26658,11435,38197,32005,27878
32752,19588,8359,32625,19059
12165,34592,40960,2017,31768
3318,37120,6884,30435,39907
27102,10672,8371,36416,37295
26889,11572,19670,8121,17350
36009,22700,20780,13697,337
6603,44067,38988,27571,3384
34664,12554,16370,6039,43399
12735,27483,4199,7288,8105
18047,39513,21800,32915,48668
43662,43288,4880,12946,31865
11294,2947,44758,38050,1782
1487,35970,30068,7145,37956
26534,41677,38223,49517,16032
46946,47783,8653,8175,49289
43915,22696,18181,26412,11293
25071,47859,44531,10371,42469
30321,5694,32066,47065,10343
31458,33587,7682,15782,25977
45574,40073,6416,36930,20025
37862,23762,9477,47270,13596
46979,16143,9672,40465,19401
10330,13144,5269,24888,28275
46297,48856,37698,34863,35360
2557,586,30279,48605,23834
49964,17544,40942,3390,27485
33525,23729,49613,22450,2612
5357,2725,26033,32142,12540
32402,47877,6196,46204,5852
4616,20087,12001,10821,13030
22285,12735,33755,32544,31333
10344,13815,9025,25150,24483
7049,43763,20364,13405,33376
6094,26645,29951,516,25924
16482,32988,27349,7955,32026
28956,34848,16853,14707,22877
26352,4630,35403,12868,35839
4939,19525,38009,472,506
37533,23574,17390,643,9737
8854,24294,33165,38516,1672
1702,11122,34505,14022,25454
46326,3430,42660,44551,5
23732,25255,30288,15891,41690
1027,14884,3266,35976,7521
23415,45798,15921,37609,47493
16648,35308,20881,48087,9761
14681,6006,42160,19326,30621
3403,23246,1785,45340,30319
45818,33974,15501,45085,18255
31380,7295,43531,29073,20124
20732,31049,30532,38600,39038
28872,23873,32652,45715,24580
23174,17907,40608,37119,17879
43229,3007,44484,11547,47427
9965,14801,16281,14590,11443
38634,10439,35338,14351,35217
36423,9050,49540,39345,46531
31281,24311,3534,23678,27019
34349,26097,29048,23636,34953
24256,46211,17319,13677,45633
12413,38022,38808,10375,11992
47326,23503,10804,24286,40396
27192,13548,409,47185,27579
38366,20261,37088,6142,39600
23744,33349,43032,8985,7932
12651,26250,40545,7007,24683
37536,18201,17722,16158,14691
38598,22948,955,13502,3022
12895,17480,33318,35642,7078
11689,29504,8328,19131,21688
45802,44407,4518,27824,7571
44707,47318,30012,29450,9250
40105,16323,45428,8796,16542
44495,24292,47742,46059,3191
42625,37957,27458,22477,12015
19383,24832,29489,25247,36965
1492,41585,45874,12705,9383
17254,34387,38634,19668,46589
21830,3670,13710,38970,46019
46161,28005,18352,1998,11631
21984,49645,24242,17953,32645
26603,11462,35329,34928,48660
44718,27526,47193,48870,38240
